"model_name","status","error_message","exitcode","elapsed_seconds","b_0_est","b_w_est","b_b_est","b_w_lower","b_w_upper","b_b_lower","b_b_upper","var_u0_est","var_e_est","final_psr_max_all","final_psr_max_core","final_psr_parameter_all","final_psr_parameter_core","final_psr_focal_bw","final_psr_focal_bb","min_ess_all","min_ess_core","min_ess_parameter_all","min_ess_parameter_core","ess_focal_bw","ess_focal_bb","sim_id","model_type"
"m6_sim_93","completed",NA,0,118.2986929,-0.1401,0.4073,0.6529,0.3647,0.4517,0.4289,0.8374,0.9644,1.0679,1.0556,1.0543,"y_mar.regressed on (standardized).x_mar.mean[id2]","aux.intercept",1.0032,1.0541,43.8677,62.5681,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",372.6465,62.5681,93,"6_blimp_rescue"
"m2_sim_94","completed",NA,0,47.06325412,-0.1262,0.4047,0.675,0.3762,0.4322,0.4518,0.8947,1.1616,1.0065,1.0193,1.0193,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0193,69.7929,69.7929,"y ~ x.mean[id2]","y ~ x.mean[id2]",9344.3811,69.7929,94,"2_blimp_complete"
"m4_sim_94","completed",NA,0,28.78802609,-0.6318,0.52,0.5006,0.4847,0.555,0.326,0.6712,0.9683,0.8056,1.0164,1.0164,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0164,128.2029,128.2029,"y_mar ~ Intercept","y_mar ~ Intercept",9057.3857,176.082,94,"4_blimp_lmc_noaux"
"m5_sim_94","completed",NA,0,83.185256,-0.1487,0.4187,0.7647,0.3767,0.4622,0.6053,0.9336,1.2127,1.0615,1.0591,1.0591,"y_mar.intercept","y_mar.intercept",NA,NA,23.444,23.444,"y_mar ~ Intercept","y_mar ~ Intercept",626.081,90.4338,94,"5_blimp_omc_aux"
"m6_sim_94","completed",NA,0,125.5801711,-0.0704,0.3877,0.7092,0.3464,0.4291,0.4958,0.9862,1.2868,1.0305,1.0405,1.0405,"y_mar.intercept","y_mar.intercept",1.005,1.0129,30.8898,52.5848,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",362.0896,52.5848,94,"6_blimp_rescue"
"m2_sim_95","completed",NA,0,46.8468039,-0.0435,0.4174,0.4669,0.3892,0.4456,0.2249,0.704,1.3998,1.0279,1.036,1.036,"y.intercept","y.intercept",1.0001,1.0217,35.7052,35.7052,"y ~ x.mean[id2]","y ~ x.mean[id2]",10000.0044,35.7052,95,"2_blimp_complete"
"m4_sim_95","completed",NA,0,27.64381409,-0.6076,0.5786,0.2501,0.5413,0.6156,0.0315,0.4484,1.1165,0.8086,1.019,1.019,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.019,110.871,110.871,"y_mar ~ Intercept","y_mar ~ Intercept",8537.871,133.1141,95,"4_blimp_lmc_noaux"
"m5_sim_95","completed",NA,0,93.21487689,-0.0903,0.4968,0.5402,0.4511,0.5436,0.3259,0.7341,1.3495,1.0796,1.0408,1.0408,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,61.4431,61.4431,"x_cwc_biased Grand Mean","x_cwc_biased Grand Mean",155.119,69.1416,95,"5_blimp_omc_aux"
"m6_sim_95","completed",NA,0,127.8645871,-0.0685,0.4538,0.4336,0.4085,0.499,0.1994,0.6787,1.3537,1.0489,1.0699,1.0601,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.008,1.0601,21.0952,21.0952,"aux ~ y_mar.mean[id2]","aux ~ y_mar.mean[id2]",210.705,89.9062,95,"6_blimp_rescue"
"m2_sim_96","completed",NA,0,46.86425185,-0.0175,0.3942,0.6488,0.3668,0.4216,0.4259,0.87,1.1385,0.9727,1.0258,1.0253,"y.regressed on (standardized).x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0253,84.8048,84.8048,"y ~ Intercept","y ~ Intercept",9256.9991,116.0933,96,"2_blimp_complete"
"m4_sim_96","completed",NA,0,28.82554698,-0.5378,0.5287,0.4904,0.4941,0.5633,0.2893,0.7154,0.9378,0.7371,1.0163,1.0163,"y_mar.intercept","y_mar.intercept",1,1.0081,110.8845,110.8845,"y_mar ~ Intercept","y_mar ~ Intercept",9093.191,130.3349,96,"4_blimp_lmc_noaux"
"m5_sim_96","completed",NA,0,82.4030118,-0.1076,0.4327,0.7038,0.3892,0.4756,0.5125,0.9211,1.129,0.9931,1.046,1.046,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,64.8665,64.8665,"aux ~ Intercept","aux ~ Intercept",512.5069,82.9301,96,"5_blimp_omc_aux"
"m6_sim_96","completed",NA,0,122.150749,-0.0162,0.3941,0.6391,0.3546,0.4374,0.4304,0.8869,1.1591,0.965,1.0342,1.0339,"aux.regressed on (standardized).y_mar","y_mar.intercept",1.0111,1.0099,96.0498,96.0498,"y_mar ~ Intercept","y_mar ~ Intercept",314.4268,102.3597,96,"6_blimp_rescue"
"m2_sim_97","completed",NA,0,47.807235,-0.1771,0.3992,0.6068,0.3715,0.427,0.4,0.8231,1.0079,0.9889,1.0221,1.0221,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0002,1.0221,89.4051,89.4051,"y ~ x.mean[id2]","y ~ x.mean[id2]",9559.9523,89.4051,97,"2_blimp_complete"
"m4_sim_97","completed",NA,0,28.43906403,-0.6758,0.5374,0.4267,0.5029,0.5717,0.2058,0.631,0.8958,0.7627,1.0344,1.0344,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0344,137.1687,137.1687,"y_mar ~ Intercept","y_mar ~ Intercept",9572.9535,142.0191,97,"4_blimp_lmc_noaux"
"m5_sim_97","completed",NA,0,82.36139894,-0.2193,0.4428,0.6529,0.4008,0.4872,0.4807,0.8265,1.0362,1.0257,1.0295,1.0295,"aux.intercept","aux.intercept",NA,NA,63.0519,63.0519,"aux ~ x_mean_biased","aux ~ x_mean_biased",618.4394,106.9088,97,"5_blimp_omc_aux"
"m6_sim_97","completed",NA,0,118.915375,-0.1397,0.4057,0.5823,0.365,0.4475,0.3663,0.8252,1.052,0.9949,1.0217,1.0217,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0109,1.0217,39.6679,44.9162,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",335.8713,104.9829,97,"6_blimp_rescue"
"m2_sim_98","completed",NA,0,46.79434299,0.0695,0.3889,0.6516,0.3605,0.4173,0.4735,0.8344,0.8131,1.0163,1.0183,1.0183,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0183,100.5559,100.5559,"y ~ x.mean[id2]","y ~ x.mean[id2]",9539.2302,100.5559,98,"2_blimp_complete"
"m4_sim_98","completed",NA,0,26.28227711,-0.4615,0.538,0.4549,0.5024,0.5738,0.2962,0.6098,0.6866,0.7797,1.0139,1.0139,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0009,1.0139,125.5091,125.5091,"y_mar ~ Intercept","y_mar ~ Intercept",9271.2976,241.0706,98,"4_blimp_lmc_noaux"
"m5_sim_98","completed",NA,0,83.20765901,0.0602,0.4414,0.6521,0.3958,0.4853,0.5093,0.8172,0.794,1.052,1.0274,1.0274,"aux.regressed on.x_mean_biased","aux.regressed on.x_mean_biased",NA,NA,39.7855,39.7855,"aux ~ Intercept","aux ~ Intercept",579.4885,153.5248,98,"5_blimp_omc_aux"
"m6_sim_98","completed",NA,0,119.0141342,0.0984,0.4028,0.5933,0.3599,0.4471,0.4286,0.78,0.8021,1.0225,1.0397,1.0397,"y_mar.intercept","y_mar.intercept",1.0083,1.0202,78.9628,79.0639,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",299.1523,116.9018,98,"6_blimp_rescue"
"m2_sim_99","completed",NA,0,47.79539609,0.2099,0.4097,0.6633,0.3814,0.4383,0.4682,0.8545,0.9682,0.9995,1.0405,1.0405,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0405,113.2215,113.2215,"y ~ x.mean[id2]","y ~ x.mean[id2]",9854.3327,113.2215,99,"2_blimp_complete"
"m4_sim_99","completed",NA,0,26.99330878,-0.3943,0.5396,0.4707,0.5034,0.5765,0.3059,0.6446,0.6678,0.7635,1.0253,1.0253,"y_mar.intercept","y_mar.intercept",1,1.0089,135.2466,135.2466,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9219.1669,135.2466,99,"4_blimp_lmc_noaux"
"m5_sim_99","completed",NA,0,83.48158097,0.159,0.4491,0.6989,0.4059,0.4939,0.5188,0.9052,0.9335,1.02,1.0267,1.0267,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,50.3181,50.3181,"aux ~ x_mean_biased","aux ~ x_mean_biased",634.9274,94.5956,99,"5_blimp_omc_aux"
"m6_sim_99","completed",NA,0,125.0922332,0.1992,0.4059,0.6106,0.3629,0.4505,0.3932,0.8428,0.9615,0.9858,1.0429,1.0429,"aux.intercept","aux.intercept",1.0066,1.0188,29.263,29.263,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",321.6431,29.263,99,"6_blimp_rescue"
"m2_sim_100","completed",NA,0,46.37069011,0.0568,0.3908,0.543,0.3635,0.4188,0.338,0.7269,0.9192,0.981,1.0199,1.0199,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.0199,96.734,96.734,"y ~ x.mean[id2]","y ~ x.mean[id2]",9212.9897,96.734,100,"2_blimp_complete"
"m4_sim_100","completed",NA,0,27.36987185,-0.4757,0.5154,0.3501,0.4811,0.5491,0.1828,0.5121,0.6678,0.7421,1.0221,1.0221,"y_mar.intercept","y_mar.intercept",1.0002,1.0102,175.3255,175.3255,"y_mar ~ Intercept","y_mar ~ Intercept",9101.2766,244.9533,100,"4_blimp_lmc_noaux"
"m5_sim_100","completed",NA,0,94.81772709,0.0016,0.405,0.5972,0.3626,0.445,0.4493,0.7658,0.8816,0.9969,1.0335,1.0335,"aux.intercept","aux.intercept",NA,NA,49.4523,50.7192,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",830.9916,167.2026,100,"5_blimp_omc_aux"
"m6_sim_100","completed",NA,0,119.0756781,0.0498,0.365,0.5065,0.3257,0.4051,0.3251,0.7149,0.901,0.96,1.0304,1.0288,"y_mar.r2: coefficients","y_mar.regressed on.x_mar.mean[id2]",1.0039,1.0288,25.2602,25.2602,"aux ~ Intercept","aux ~ Intercept",446.2403,106.8895,100,"6_blimp_rescue"
"m2_sim_101","completed",NA,0,47.11285305,0.0152,0.3913,0.5969,0.3632,0.4195,0.3953,0.8274,0.8164,0.9811,1.0282,1.0282,"y.intercept","y.intercept",1,1.0111,41.8803,44.9355,"y ~ x.mean[id2] (standardized)","y ~ x.mean[id2]",9619.608,44.9355,101,"2_blimp_complete"
"m4_sim_101","completed",NA,0,27.45300198,-0.4554,0.5272,0.4882,0.4932,0.561,0.3176,0.6639,0.7027,0.7774,1.0092,1.0092,"y_mar.intercept","y_mar.intercept",1.0001,1.0051,130.5606,130.5606,"y_mar ~ Intercept","y_mar ~ Intercept",9486.7545,201.2605,101,"4_blimp_lmc_noaux"
"m5_sim_101","completed",NA,0,81.17774391,-0.0147,0.4204,0.707,0.3789,0.4623,0.5494,0.8657,0.7761,1.0414,1.0357,1.0357,"aux.intercept","aux.intercept",NA,NA,78.4794,78.4794,"aux ~ x_mean_biased","aux ~ x_mean_biased",610.3146,133.0637,101,"5_blimp_omc_aux"
"m6_sim_101","completed",NA,0,120.4539962,0.0614,0.3928,0.6754,0.3509,0.4337,0.5011,0.8887,0.8047,1.0192,1.0729,1.0672,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.005,1.0394,33.477,33.477,"aux ~ y_mar.mean[id2]","aux ~ y_mar.mean[id2]",624.2383,98.7766,101,"6_blimp_rescue"
"m2_sim_102","completed",NA,0,46.98618197,-0.0011,0.396,0.5377,0.3679,0.4244,0.3661,0.7224,1.0123,1.0365,1.0163,1.0163,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0163,116.756,116.756,"y ~ Intercept","y ~ Intercept",9563.9563,125.9681,102,"2_blimp_complete"
"m4_sim_102","completed",NA,0,28.41047001,-0.5398,0.5549,0.4112,0.5187,0.5918,0.2253,0.5805,0.8367,0.8279,1.0085,1.0085,"y_mar.intercept","y_mar.intercept",1.0001,1.0044,198.3523,198.3523,"y_mar ~ Intercept","y_mar ~ Intercept",9060.5423,201.9593,102,"4_blimp_lmc_noaux"
"m5_sim_102","completed",NA,0,83.54616618,0.0315,0.4558,0.6335,0.4124,0.499,0.4641,0.8076,1,1.1027,1.03,1.03,"y_mar.intercept","y_mar.intercept",NA,NA,100.6015,100.6015,"aux ~ Intercept","aux ~ Intercept",752.9322,138.1505,102,"5_blimp_omc_aux"
"m6_sim_102","completed",NA,0,119.0449631,0.0483,0.4254,0.5763,0.3837,0.4683,0.3792,0.7903,1.0145,1.0789,1.041,1.0372,"aux.regressed on (standardized).x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0045,1.0224,59.887,64.1782,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",300.8085,116.6475,102,"6_blimp_rescue"
"m2_sim_103","completed",NA,0,46.94138098,0.0762,0.407,0.5746,0.3791,0.435,0.3433,0.7715,0.9346,1.0022,1.0195,1.0195,"y.intercept","y.intercept",1.0001,1.0181,103.2232,103.2232,"y ~ Intercept","y ~ Intercept",9625.5823,131.6714,103,"2_blimp_complete"
"m4_sim_103","completed",NA,0,26.83768797,-0.4493,0.5489,0.4035,0.5139,0.5839,0.1993,0.5823,0.7285,0.7826,1.0249,1.0249,"y_mar.intercept","y_mar.intercept",1,1.01,174.7274,174.7274,"y_mar ~ Intercept","y_mar ~ Intercept",8563.8748,185.1842,103,"4_blimp_lmc_noaux"
"m5_sim_103","completed",NA,0,94.2703011,0.081,0.4492,0.6559,0.4062,0.4937,0.4965,0.8669,0.9003,1.0729,1.0324,1.0324,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,80.7541,80.7541,"aux ~ Intercept","aux ~ Intercept",683.4153,125.1415,103,"5_blimp_omc_aux"
"m6_sim_103","completed",NA,0,123.6517179,0.1185,0.4127,0.6033,0.3698,0.4555,0.4081,0.8079,0.9131,1.0404,1.0501,1.0501,"aux.intercept","aux.intercept",1.0034,1.0277,31.2823,49.0802,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",289.6159,49.0802,103,"6_blimp_rescue"
"m2_sim_104","completed",NA,0,47.38762808,-0.0367,0.3971,0.7299,0.3695,0.4252,0.5297,0.9099,0.9489,0.9837,1.0247,1.0247,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0247,94.896,94.896,"y ~ Intercept","y ~ Intercept",9393.3747,107.9388,104,"2_blimp_complete"
"m4_sim_104","completed",NA,0,29.30086398,-0.5663,0.5527,0.5291,0.5197,0.5863,0.37,0.7025,0.8564,0.7779,1.0154,1.0154,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0154,122.8989,122.8989,"y_mar ~ Intercept","y_mar ~ Intercept",9520.2865,165.4324,104,"4_blimp_lmc_noaux"
"m5_sim_104","completed",NA,0,75.55781698,-0.0924,0.4574,0.717,0.418,0.4977,0.5473,0.8724,0.9225,1.0181,1.0249,1.0249,"aux.intercept","aux.intercept",NA,NA,73.877,74.0075,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",830.983,88.2315,104,"5_blimp_omc_aux"
"m6_sim_104","completed",NA,0,118.1528411,-0.0524,0.4328,0.6959,0.3937,0.4733,0.5138,0.8662,0.9518,0.9995,1.0271,1.0271,"aux.intercept","aux.intercept",1.0048,1.0136,64.7671,66.6243,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",361.4655,120.3068,104,"6_blimp_rescue"
"m2_sim_105","completed",NA,0,46.38276815,-0.0908,0.4046,0.7858,0.3764,0.4333,0.5769,0.9997,1.0881,1.0238,1.0607,1.0607,"y.intercept","y.intercept",0.9999,1.0209,52.9001,52.9001,"y ~ Intercept","y ~ Intercept",9437.3183,121.3844,105,"2_blimp_complete"
"m4_sim_105","completed",NA,0,30.12830997,-0.6653,0.5182,0.5483,0.4833,0.5524,0.3755,0.7141,0.808,0.8107,1.0168,1.0168,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0003,1.0168,188.2359,188.2359,"y_mar ~ Intercept","y_mar ~ Intercept",9468.8462,215.6359,105,"4_blimp_lmc_noaux"
"m5_sim_105","completed",NA,0,74.85685396,-0.1465,0.4264,0.7992,0.3852,0.4672,0.6332,0.9952,1.0355,1.0737,1.0386,1.0386,"aux.intercept","aux.intercept",NA,NA,40.789,41.9091,"aux ~ x_mean_biased (standardized)","aux ~ x_mean_biased",827.4697,76.5486,105,"5_blimp_omc_aux"
"m6_sim_105","completed",NA,0,116.9253709,-0.0601,0.3817,0.7641,0.3428,0.4228,0.5542,0.991,1.0945,1.0343,1.0376,1.0376,"y_mar.intercept","y_mar.intercept",1.0069,1.0154,53.4775,54.6774,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",243.3605,84.4917,105,"6_blimp_rescue"
"m2_sim_106","completed",NA,0,47.42972398,0.0181,0.4111,0.5997,0.3818,0.4396,0.4134,0.785,0.8488,1.0346,1.0267,1.0267,"y.intercept","y.intercept",1,1.0181,136.4423,136.4423,"y ~ x.mean[id2]","y ~ x.mean[id2]",9598.9891,136.4423,106,"2_blimp_complete"
"m4_sim_106","completed",NA,0,24.62706995,-0.5439,0.5595,0.3722,0.5216,0.5974,0.2087,0.5242,0.6896,0.8263,1.0186,1.0186,"y_mar.intercept","y_mar.intercept",1.0003,1.0057,207.4339,207.4339,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",8504.0058,207.4339,106,"4_blimp_lmc_noaux"
"m5_sim_106","completed",NA,0,93.66952014,-0.0176,0.4869,0.6544,0.4398,0.5339,0.509,0.8005,0.8297,1.0927,1.0395,1.0395,"aux.intercept","aux.intercept",NA,NA,79.9597,79.9597,"aux ~ Intercept","aux ~ Intercept",489.9675,131.2461,106,"5_blimp_omc_aux"
"m6_sim_106","completed",NA,0,127.7789159,0.0221,0.4441,0.6049,0.3985,0.489,0.4334,0.7878,0.8383,1.0613,1.0525,1.0416,"aux.r2: coefficients","aux.intercept",1.0134,1.0211,21.7949,21.7975,"aux ~ y_mar.mean[id2] (standardized)","aux ~ y_mar.mean[id2]",387.3836,151.961,106,"6_blimp_rescue"
"m2_sim_107","completed",NA,0,46.59552288,-0.2589,0.3982,0.6642,0.3701,0.4267,0.4391,0.8667,1.0224,1.0144,1.0311,1.0311,"y.intercept","y.intercept",1,1.0118,81.1068,81.1068,"y ~ Intercept","y ~ Intercept",9426.4457,97.6186,107,"2_blimp_complete"
"m4_sim_107","completed",NA,0,30.87094188,-0.7537,0.5138,0.4287,0.4798,0.5482,0.2196,0.6247,0.8688,0.8084,1.0233,1.0233,"y_mar.intercept","y_mar.intercept",1,1.0058,62.7572,62.7572,"y_mar ~ Intercept","y_mar ~ Intercept",9371.4128,95.5456,107,"4_blimp_lmc_noaux"
"m5_sim_107","completed",NA,0,81.81444097,-0.2929,0.4228,0.6857,0.3825,0.4638,0.5295,0.8476,0.9361,1.047,1.0617,1.0617,"y_mar.intercept","y_mar.intercept",NA,NA,60.1566,60.1566,"aux ~ Intercept","aux ~ Intercept",857.3656,130.5421,107,"5_blimp_omc_aux"
"m6_sim_107","completed",NA,0,122.230015,-0.2428,0.3909,0.6951,0.3518,0.4317,0.5078,0.8877,0.9702,1.0183,1.0543,1.0458,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0126,1.0219,48.2879,48.2879,"y_mar ~ Intercept","y_mar ~ Intercept",542.6445,56.9034,107,"6_blimp_rescue"
"m2_sim_108","completed",NA,0,47.06691194,-0.142,0.3676,0.6686,0.3399,0.3949,0.4489,0.8707,1.0771,0.9737,1.0247,1.0247,"y.intercept","y.intercept",0.9999,1.012,79.694,79.694,"y ~ Intercept","y ~ Intercept",9550.8952,98.555,108,"2_blimp_complete"
"m4_sim_108","completed",NA,0,26.95280504,-0.6867,0.4885,0.5087,0.4527,0.5237,0.3224,0.6851,0.8865,0.7665,1.0173,1.0173,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1,1.0173,164.3385,164.3385,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9136.1356,164.3385,108,"4_blimp_lmc_noaux"
"m5_sim_108","completed",NA,0,83.84958601,-0.2325,0.3887,0.726,0.3482,0.4295,0.5423,0.9061,1.048,0.9961,1.041,1.041,"aux.intercept","aux.intercept",NA,NA,71.912,71.912,"aux ~ Intercept","aux ~ Intercept",1136.4412,98.7934,108,"5_blimp_omc_aux"
"m6_sim_108","completed",NA,0,117.1467021,-0.1595,0.3537,0.6588,0.3139,0.394,0.4275,0.8533,1.0854,0.9647,1.0303,1.0303,"aux.intercept","aux.intercept",1.0026,1.0184,63.8048,63.8048,"aux ~ Intercept","aux ~ Intercept",690.393,105.4388,108,"6_blimp_rescue"
"m2_sim_109","completed",NA,0,47.29472589,-0.0564,0.3935,0.5354,0.3655,0.4219,0.3357,0.7402,1.0313,0.9935,1.0322,1.0322,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0001,1.0322,70.3503,70.3503,"y ~ Intercept","y ~ Intercept",9445.8604,145.6805,109,"2_blimp_complete"
"m4_sim_109","completed",NA,0,27.74429607,-0.5999,0.5339,0.3694,0.5003,0.5682,0.1886,0.5677,0.8419,0.7524,1.0264,1.0264,"y_mar.intercept","y_mar.intercept",1,1.0164,77.4138,77.4138,"y_mar ~ Intercept","y_mar ~ Intercept",9393.8424,175.3627,109,"4_blimp_lmc_noaux"
"m5_sim_109","completed",NA,0,82.46324706,-0.0722,0.4414,0.6217,0.4001,0.4839,0.4169,0.7915,1.0279,1.0069,1.0439,1.0439,"aux.intercept","aux.intercept",NA,NA,73.9384,73.9384,"aux ~ Intercept","aux ~ Intercept",480.7646,84.5357,109,"5_blimp_omc_aux"
"m6_sim_109","completed",NA,0,118.751231,-0.0546,0.3988,0.5439,0.358,0.4397,0.2922,0.775,1.0384,0.9695,1.0519,1.0519,"aux.regressed on.x_mar.mean[id2]","aux.regressed on.x_mar.mean[id2]",1.0034,1.0406,57.3196,57.3196,"aux ~ Intercept","aux ~ Intercept",415.9683,87.479,109,"6_blimp_rescue"
"m2_sim_110","completed",NA,0,46.8510561,0.1677,0.4017,0.6131,0.3738,0.4296,0.4187,0.8319,0.8977,0.9786,1.023,1.023,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1,1.023,64.0895,64.0895,"y ~ Intercept","y ~ Intercept",9475.9776,68.6611,110,"2_blimp_complete"
"m4_sim_110","completed",NA,0,30.25759912,-0.3328,0.5294,0.4575,0.4957,0.5628,0.2889,0.6329,0.7477,0.7929,1.0137,1.0137,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0001,1.0137,192.9159,192.9159,"y_mar ~ Intercept","y_mar ~ Intercept",8356.1309,202.8361,110,"4_blimp_lmc_noaux"
"m5_sim_110","completed",NA,0,73.99204493,0.1492,0.4349,0.6814,0.3945,0.4744,0.508,0.8746,0.929,1.0242,1.0726,1.0726,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,96.7201,96.7201,"aux ~ x_mean_biased","aux ~ x_mean_biased",942.4703,154.6683,110,"5_blimp_omc_aux"
"m6_sim_110","completed",NA,0,117.7263541,0.1711,0.4039,0.6306,0.3636,0.445,0.3974,0.8592,0.9496,0.9974,1.021,1.0202,"y_mar.regressed on (standardized).x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0059,1.0202,66.9466,72.7377,"aux ~ x_mar.mean[id2] (standardized)","aux ~ x_mar.mean[id2]",372.9694,93.1404,110,"6_blimp_rescue"
"m2_sim_111","completed",NA,0,46.74693012,0.0137,0.4128,0.4002,0.3846,0.4409,0.2245,0.5904,0.9041,1.0248,1.0224,1.0224,"y.regressed on.x.mean[id2]","y.regressed on.x.mean[id2]",1.0004,1.0224,111.6857,111.6857,"y ~ x.mean[id2]","y ~ x.mean[id2]",9118.9166,111.6857,111,"2_blimp_complete"
"m4_sim_111","completed",NA,0,27.57600808,-0.4953,0.5736,0.1854,0.5374,0.6092,0.0277,0.34,0.7383,0.7875,1.019,1.019,"y_mar.intercept","y_mar.intercept",1.0001,1.0103,146.2377,146.2377,"y_mar ~ x_mar.mean[id2]","y_mar ~ x_mar.mean[id2]",9419.0326,146.2377,111,"4_blimp_lmc_noaux"
"m5_sim_111","completed",NA,0,84.01204491,0.0285,0.4787,0.4375,0.4347,0.5249,0.2805,0.6161,0.8408,1.0687,1.0776,1.0776,"aux.intercept","aux.intercept",NA,NA,79.6106,79.6106,"aux ~ Intercept","aux ~ Intercept",508.6511,98.6227,111,"5_blimp_omc_aux"
"m6_sim_111","completed",NA,0,116.6847632,-0.0078,0.446,0.3755,0.4017,0.492,0.1536,0.5627,0.8644,1.0441,1.0404,1.0353,"aux.regressed on (standardized).y_mar.mean[id2]","aux.intercept",1.0103,1.0309,47.4658,47.8311,"y_mar ~ x_mar.mean[id2] (standardized)","y_mar ~ x_mar.mean[id2]",156.6895,47.8311,111,"6_blimp_rescue"
"m2_sim_112","completed",NA,0,46.54923415,0.1376,0.3696,0.3919,0.3416,0.3971,0.2127,0.6071,1.0338,0.9803,1.0174,1.0174,"y.intercept","y.intercept",1.0001,1.0146,64.5222,64.5222,"y ~ x.mean[id2]","y ~ x.mean[id2]",9884.5433,64.5222,112,"2_blimp_complete"
"m4_sim_112","completed",NA,0,25.79989505,-0.3543,0.4928,0.2299,0.4553,0.5297,0.0751,0.3904,0.8286,0.742,1.0074,1.0074,"y_mar.regressed on.x_mar.mean[id2]","y_mar.regressed on.x_mar.mean[id2]",1.0002,1.0074,161.4761,161.4761,"y_mar ~ Intercept","y_mar ~ Intercept",9057.052,168.7066,112,"4_blimp_lmc_noaux"
"m5_sim_112","completed",NA,0,100.471843,0.154,0.3871,0.4588,0.3427,0.4321,0.2784,0.6435,1.0024,0.9907,1.0284,1.0284,"y_mar.regressed on.x_mean_biased","y_mar.regressed on.x_mean_biased",NA,NA,86.2105,86.2105,"aux ~ x_mean_biased","aux ~ x_mean_biased",472.6684,112.1973,112,"5_blimp_omc_aux"
"m6_sim_112","completed",NA,0,119.4880071,0.1404,0.3556,0.38,0.3112,0.4013,0.1548,0.5699,1.0339,0.9642,1.05,1.0442,"aux.regressed on (standardized).y_mar.mean[id2]","aux.regressed on.y_mar.mean[id2]",1.0072,1.0329,39.187,48.6118,"aux ~ y_mar (standardized)","aux ~ x_mar.mean[id2]",377.8671,102.6506,112,"6_blimp_rescue"
